5326,Karen,Kennedy,G,F,1961-07-08,Furtado,93.8,4126 Fairway Drive,Oakland,CA,94612,US,Supoed1961,Green
5327,Ernest,Thomas,J,M,1940-06-24,Duncan,61.6,1113 Davis Avenue,Petaluma,CA,94952,US,Wrig1940,Green
5328,Chelsea,Wake,R,F,1951-12-22,Bryant,64.3,2568 Blanshard,Victoria,BC,V8W2H9,CA,Ranitall,Purple
5329,Allan,Donnelly,E,M,1993-12-05,Collins,78.1,4907 Hoffman Avenue,Brooklyn,NY,11206,US,Lacriatch,Silver
5330,Bernice,Elias,C,F,1958-12-11,Kirby,98.4,4837 Parkway Drive,Nogales,AZ,85621,US,Eassom,Purple
5331,Harold,Andrade,R,M,1977-06-16,Thompson,101.1,4376 Burnside Court,Phoenix,AZ,85003,US,Stento,Black
5332,James,Moya,J,M,1992-05-04,Eicher,81.3,606 Cherry Camp Road,Arlington Heights,IL,60005,US,Coultoy,Blue
5333,Lee,Goodson,C,M,1947-03-08,Macmillan,60.3,4703 Freedom Lane,Stockton,CA,95202,US,Suraw1947,Black
5334,Michael,Pritchard,M,M,1938-07-13,Glantz,84.9,3664 Jasper Ave,Edmonton,AB,T5J3N6,CA,Cognarl,Red
5335,Laura,Otoole,A,F,1951-09-11,Kelso,72.3,4537 Frederick Street,Mcclellan Afb,CA,95652,US,Twok1951,Purple
5336,Marcus,Blankenship,L,M,1975-10-12,Hedrick,64,4261 Emily Drive,Columbia,SC,29210,US,Stroffeld,Blue
5337,Vickie,Blade,A,F,1941-06-06,McGee,64.4,1987 Central Street,Brooklyn,NS,B5A4A8,CA,Mighte41,Blue
5338,Grace,Shick,D,F,1938-03-05,Skelton,92.9,3017 Hinkle Lake Road,Newton,MA,2160,US,Hationger,Blue
5339,Linda,Crandell,K,F,1947-01-22,Wilson,71.9,3196 Bryan Avenue,Minneapolis,MN,55415,US,Leptied,Blue
5340,Carla,Thurston,K,F,1963-08-17,Graney,70.8,2323 Pitfield Blvd,Pont Viau,QC,H7G1P9,CA,Mayind,Blue
5341,Neil,Morgan,T,M,1979-05-11,Vice,64.5,2073 Renwick Drive,Newark,PA,19714,US,Cluxis,Green
5342,Noah,Oliva,M,M,1996-02-03,Johnson,65.5,3096 Brew Creek Rd,Port Mellon,BC,V0N2S0,CA,Thadox1996,Silver
5343,Terrie,Watkins,A,F,2000-11-12,Shaul,60.3,883 Sycamore Road,Brownsville,OR,97327,US,Tobst2000,Red
5344,Tiffaney,Zimmerman,M,F,2001-07-18,Harrigan,78.3,4444 Boulevard Cremazie,Quebec,QC,G1R1B8,CA,Cinissente01,Blue
5345,Thomas,Saravia,M,M,1991-06-09,Johnson,106.3,865 rue Saint-Charles,Longueuil,QC,J4H1M3,CA,Sible1991,Silver
5346,Jeffrey,Stoner,P,M,1995-10-03,Estepp,68.8,3225 Upton Avenue,Bangor,ME,4401,US,Tiorstionat,Blue
5347,James,Fletcher,M,M,2003-04-08,Donato,77.4,3916 Charter Street,Kansas City,KS,66215,US,Fulta2003,Red
5348,Nora,Collazo,S,F,1988-01-09,Jolly,64.4,4567 Embro St,Norwich,ON,N0J1P0,CA,Foritsed,Blue
5349,Jennifer,Sanchez,E,F,1984-02-03,Foti,49.4,3127 Main St,Broadview,SK,S0G0K0,CA,Haideatel84,Purple
5350,Kristin,Carter,A,F,1982-09-14,Marty,85,3550 North Avenue,Bradshaw,NE,68319,US,Bullithein,Blue
5351,Peter,Richardson,T,M,1944-11-30,Greene,62.2,464 50th Street,Edmonton,AB,T6B2W9,CA,Youde1944,Green
5352,Mable,Ramirez,B,F,1986-02-20,Gibbons,52.5,3258 Blanshard,Victoria,BC,V8W2H9,CA,Threar1986,Blue
5353,Marilyn,Teller,E,F,1988-06-22,Romero,91.6,4460 rue Levy,Montreal,QC,H3C5K4,CA,Rectess1988,Purple
5354,Leland,Martinez,T,M,2001-06-05,Jamieson,88,4746 Cottrill Lane,Saint Louis,MO,63141,US,Defourne,Blue
5355,Jimmie,Johnson,H,M,1992-09-18,Dwyer,97.3,538 Calgary Avenue,Penticton,BC,V2A2T6,CA,Spoed1992,Blue
5356,Kathy,Lee,L,F,1939-03-02,Randall,85.4,2755 Musgrave Street,Forest Park,GA,30050,US,Dras1939,Black
5357,Scott,McDonald,K,M,1962-01-02,Westbrook,84.4,3668 rue Principale,Amos,QC,J9T1E4,CA,Upposer1962,Yellow
5358,Charles,Norris,C,M,1938-03-30,Brady,94.4,476 Philli Lane,Salina,OK,74365,US,Woregainevok,Blue
5359,Luis,Hogan,N,M,1964-07-28,Parker,73.9,3705 Jasper Ave,Edmonton,AB,T5J3N6,CA,Behise,Blue
5360,Keith,Harris,F,M,1944-02-29,Thornton,71.4,3544 Front Street,Toronto,ON,M5J2N1,CA,Triveir,Blue
5361,Lauretta,Donahue,E,F,1961-08-17,Cain,78.3,3386 Frank Avenue,Crafton,PA,15205,US,Milethave,Black
5362,William,Meier,R,M,1944-03-16,Battle,81.9,102 Lodgeville Road,Minneapolis,MN,55415,US,Gabout,Blue
5363,Charles,Harley,R,M,1975-09-17,Drake,65.6,798 rue Saint-Antoine,St Hyacinthe,QC,J2S4Y8,CA,Hantle,Blue
5364,Evan,Hetrick,J,M,1944-01-15,Mathews,92.3,4704 Thurston Dr,Ottawa,ON,K1P5J4,CA,Wito1944,Red
5365,David,Balling,Q,M,1944-05-27,McDaniel,70.3,1524 Birkett Lane,Brantford,ON,N3T2Z8,CA,Busionea,Blue
5366,Joseph,Peacock,Y,M,1995-01-09,Peterson,61.2,1828 Roger Street,Courtenay,BC,V9N2J6,CA,Disently,Blue
5367,Patricia,Tinsley,J,F,1998-05-02,Chambers,93.3,3544 Michael Street,Houston,TX,77021,US,Coutiquather,Green
5368,Joseph,Larue,G,M,1989-12-15,Velazquez,63.2,920 Emily Drive,Gastonia,SC,28052,US,Obler1989,Black
5369,Vanessa,Vann,J,F,1938-05-10,Wells,92.2,1886 Parkview Drive,Houston,TX,77002,US,Suchic,Black
5370,Gerald,Burchett,E,M,1974-12-26,Pierce,73.3,2277 Dundas St,London,ON,N6B3L5,CA,Tiontems,Blue
5371,Michael,Sherwood,M,M,1962-12-01,Ary,105.1,1375 Central Pkwy,Erin Mills,ON,L5L3A1,CA,Oult1962,Blue
5372,Bonnie,Rose,G,F,1939-12-07,Oliver,70.6,38 University Hill Road,Fithian,IL,61844,US,Dereettris1939,Blue
5373,Lourdes,Sanders,J,F,1978-02-16,Holoman,93.5,3611 Bloor Street,Galahad,AB,T0B1R0,CA,Stalow,Red
5374,Thomas,Grier,F,M,1962-08-01,Tillman,85.6,595 Archwood Avenue,Thermopolis,WY,82443,US,Wasom1962,Blue
5375,Clay,Kelly,R,M,1959-02-15,Thompson,67.8,1128 Brannon Avenue,Jacksonville,FL,32256,US,Raut1959,Blue
5376,Karen,Welch,J,F,1958-01-02,Scott,82.1,3981 Hewes Avenue,Hanover,MD,21076,US,Learfigh,Purple
5377,Albert,McGee,G,M,1945-06-10,Squier,94.3,1930 Blanshard,Victoria,BC,V8W2H9,CA,Wassilleyert,Red
5378,Robert,Jackson,E,M,2000-01-22,Anding,63.9,3468 Barnes Street,Longwood,FL,32750,US,Cloves,Green
5379,Christopher,Marshall,J,M,1948-01-22,Williams,103.7,2323 Archwood Avenue,Casper,WY,82601,US,Southe,Blue
5380,Teresa,Coleman,H,F,1967-04-18,Cannon,61.4,862 Silver St,Haileybury,ON,P0J1K0,CA,Exceer,Black
5381,Rita,Wolf,D,F,1965-06-15,Ledger,96.4,4838 Bayfield St,Richmond Hill,ON,L4C3Y2,CA,Dusted,Purple
5382,Jeanette,Brown,J,F,1993-07-19,Brookes,49.7,4356 Round Table Drive,Cincinnati,OH,45240,US,Monstither,Purple
5383,Christopher,Confer,M,M,1982-07-25,Rice,82.8,4904 St Jean Baptiste St,Perce,QC,G0L2L0,CA,Himespeof,Blue
5384,Lawrence,Hernandez,J,M,1988-12-02,Bryant,107.2,1751 Port Washington Road,Cochrane,AB,T0L0W0,CA,Withomy1988,Yellow
5385,Alice,Hedberg,K,F,1944-06-24,Loving,65.3,1134 Arlington Avenue,Little Rock,AR,72212,US,Arro1944,Purple
5386,Shalonda,Johnson,J,F,1941-08-16,Garland,62.1,4899 René-Lévesque Blvd,Montreal,QC,H3B4W8,CA,Tworris,Purple
5387,Carrie,Wilson,R,F,1994-06-21,Carder,78.5,2254 Barrydowne Road,Sudbury,ON,P3E5K3,CA,Yesper,Red
5388,Elba,McRee,C,F,1972-08-09,Johns,87.3,1508 Pine Garden Lane,Atlanta,GA,30339,US,Loorge,Orange
5389,Christin,Grant,D,F,1961-05-30,Bissonnette,78.3,263 Boone Street,Corpus Christi,TX,78476,US,Thisharm,Purple
5390,Thomas,Musgrove,A,M,1951-02-21,Madigan,68.1,2602 chemin du Lac,Boucherville,QC,J4B5B1,CA,Curn1951,Blue
5391,Roland,Hadley,A,M,1994-05-10,Bernier,85.2,523 Jarvisville Road,Hicksville,NY,11801,US,Nammagay,Green
5392,Elaine,Sutton,R,F,1992-02-12,Howard,54,4541 Whitetail Lane,Cedar Hill,TX,75253,US,Dreeks,Blue
5393,Tomas,Donovan,P,M,1957-06-24,Foley,83.3,4943 Southern Street,Bohemia,NY,11716,US,Givall,Silver
5394,Linda,Roy,D,F,1952-08-27,Chadwick,93.9,2793 Thurston Dr,Orleans,ON,K1C1T1,CA,Heireass,Yellow
5395,Daisy,Brandenburg,R,F,1981-03-16,Estevez,95.6,273 Tycos Dr,Toronto,ON,M5T1T4,CA,Andeten,Purple
5396,Karen,Nelson,J,F,1961-07-21,Brummett,71.4,1980 Brookview Drive,Newton,TX,75966,US,Likence,Blue
5397,Sandra,Lewis,C,F,1987-11-14,Johnson,92,230 Fannie Street,Houston,TX,77027,US,Walut1987,Blue
5398,Simone,Woodcock,P,F,1953-01-11,Mackey,58.7,430 Rainy Day Drive,Boston,MA,2110,US,Ocapturpon,Purple
5399,Shirley,Mazurek,R,F,1998-10-13,Brandenburg,54,118 Silver Springs Blvd,Calgary,AB,T3B2C3,CA,Warcullin,Purple
5400,Christopher,Morales,A,M,1956-02-03,Hunter,70.2,4933 Summit Street,Davenport,IA,52807,US,Careason1956,Blue
5401,Jordan,Krebs,A,M,1977-04-30,Wheless,101.9,2362 Weir Crescent,Toronto,ON,M1E3T8,CA,Ditter,Blue
5402,Ryan,Jones,B,M,1957-04-17,Slater,92.7,4818 Ward Road,Monsey,NY,10952,US,Mous1957,Black
5403,Lisa,Ta,J,F,1954-09-07,Merrick,63.1,1176 Adelaide St,Toronto,ON,M5H1P6,CA,Haring,Green
5404,Chase,Lago,D,M,1975-11-04,McKay,92.6,3883 Crosswind Drive,Sebree,KY,42455,US,Teps1975,Green
5405,Virginia,Bloomberg,B,F,1944-06-06,Nord,78.2,3355 Pine Street,Consort,AB,T0C1B0,CA,Theitchers,Purple
5406,John,Parker,N,M,1967-11-22,Beasley,94.3,4077 Courtright Street,Stanley,ND,58784,US,Beadere,Blue
5407,Nicole,Reese,J,F,1938-07-22,Malone,65.1,1836 Calico Drive,Nile,WA,98937,US,Fithate1938,Purple
5408,Dorothy,George,C,F,1963-03-03,Crutcher,99.1,515 Roger Street,Qualicum Beach,BC,V9K1L6,CA,Ovive1963,Blue
5409,George,Hayes,D,M,1964-05-26,Smith,94.8,1867 Cardero St,Vancouver,BC,S4P3Y2,CA,Pockina,Blue
5410,Chandra,Jamieson,M,F,1949-04-13,Purcell,53.1,3807 Sunny Glen Lane,Shaker Heights,OH,44120,US,Dwas1949,Blue
5411,Paul,Belknap,S,M,1960-10-16,Campbell,71.1,1901 Capitol Avenue,Kokomo,IN,46901,US,Whounclat,Green
5412,Henry,Hill,B,M,1999-07-21,Brenner,58.6,3313 Marion Drive,Tampa,FL,33634,US,Whiseved,Blue
5413,Dean,Walton,K,M,1940-09-11,Green,63.1,2053 Sixth Street,New Westminster,BC,V3L3C1,CA,Proldity,Green
5414,Melody,Bolan,D,F,1969-09-19,Hogan,62.1,2628 Poplar Chase Lane,Glenns Ferry,ID,83623,US,Hicated69,Yellow
5415,Fred,Haynes,D,M,1976-08-12,Goode,73.2,238 Yonge Street,Toronto,ON,M4W1J7,CA,Careekeres76,Blue
5416,Sharon,Weeks,T,F,1986-03-12,Bowie,97,2903 Spring Haven Trail,Rochelle Park,NJ,7662,US,Sookinium,Purple
5417,Chad,Lapinski,H,M,1997-07-23,Parris,90.5,1023 137th Avenue,Edmonton,AB,T5M3K3,CA,Fonse1997,Blue
5418,Andrew,Robinette,S,M,1943-05-31,Wright,72.6,2512 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Thenowearce,Black
5419,Jeanette,Thompson,J,F,2000-12-31,Clark,87.6,2709 Renwick Drive,Philadelphia,PA,19108,US,Oping2000,Green
5420,Denise,Scott,M,F,1964-07-30,Jackson,69.2,3320 Patterson Street,Houston,TX,77068,US,Romenhaving,Green
5421,Darren,Oliver,F,M,1947-10-19,Jackson,87.7,830 Kidd Avenue,Wasilla,AK,99654,US,Agation,Silver
5422,Jacqueline,Argueta,C,F,1991-05-03,Mata,65.6,3914 Adelaide St,Toronto,ON,M5H1P6,CA,Evat1991,Orange
5423,Stewart,Carson,D,M,1972-03-10,Brown,109.8,4657 Veltri Drive,Nikolai,AK,99691,US,Comenis,Blue
5424,Carlos,Baeza,S,M,1943-04-03,Feliz,70.7,2837 Côte Joyeuse,Lac Bouchette,QC,H0H0H0,CA,Youldowerre,Blue
5425,Elizabeth,Mansfield,J,F,2003-03-02,Adams,49.8,4408 Dancing Dove Lane,New York,NY,10011,US,Prike2003,Black
5426,Alma,Cho,M,F,1960-05-10,Campbell,54.2,3807 Hall Place,Longview,TX,75604,US,Beter1960,Red
5427,Bruce,Byers,J,M,1965-04-08,Hillard,85.1,3271 Blanshard,Victoria,BC,V8W2H9,CA,Bouris,Blue
5428,Jose,Duncan,A,M,1981-03-25,Hann,108.6,2885 St. John Street,Creelman,SK,S4P3Y2,CA,Disho1981,Blue
5429,Walter,Ferrell,M,M,1979-06-12,Slaughter,84,3162 Shobe Lane,Collbran,CO,81624,US,Pariginal79,Orange
5430,Beverly,Diamond,D,F,1994-04-28,Siegel,51.3,768 Central Pkwy,Erin Mills,ON,L5L3A1,CA,Squeseseen,Purple
5431,Jason,Cordero,R,M,1950-03-11,Bilbrey,75.7,3510 Coleman Avenue,San Diego,CA,92111,US,Theithese,Blue
5432,Laurel,Tanner,R,F,2003-01-11,Campbell,46.7,4476 rue de la Gauchetière,Montreal,QC,H3B2M3,CA,Frood2003,Orange
5433,Aletha,Cobb,R,F,1940-01-02,Witt,67.1,4248 Nelson Street,Keewatin,ON,P0X1C0,CA,Hize1940,Blue
5434,Laurence,Garrett,R,M,1985-02-07,Re,70.8,4829 Rose Avenue,New Orleans,LA,70127,US,Berneir,Blue
5435,Andrew,Reno,B,M,1988-09-06,Wright,107,3191 Wascana Parkway,Regina,SK,S4S2R3,CA,Unce1988,White
5436,Craig,Johnson,M,M,1996-12-22,Leday,80.7,672 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Floory,Blue
5437,John,Mannion,J,M,1958-02-14,Kahn,109.9,4247 Romrog Way,Maywood,NE,69038,US,Thellaick,Blue
5438,Michael,Davis,A,M,1978-05-05,Williams,100.1,1797 Heritage Drive,Calgary,AB,T2V2W2,CA,Hatur1978,Black
5439,Margaret,McClendon,T,F,1988-01-25,Hardin,49.5,4875 Roger Street,Nanaimo,BC,V9R5H9,CA,Tropir,Red
5440,Carolyn,King,B,F,1946-02-16,Ohara,62,3887 Lowndes Hill Park Road,Bakersfield,CA,93301,US,Magain46,Green
5441,Marion,Carter,L,F,2001-07-29,Nelson,72.7,1388 Beaver Creek,Thornhill,ON,L4J1W2,CA,Plon2001,Purple
5442,Donald,Maldonado,H,M,1956-09-12,Bouldin,91.8,4133 Central Pkwy,Malton,ON,L5T2B7,CA,Whicee,Blue
5443,Michael,Kemp,M,M,1976-10-11,Tillman,99.8,4702 Shinn Street,New York,NY,10003,US,Sever1976,Blue
5444,Patrick,Whetsel,M,M,1985-01-28,Crowell,111.5,3208 Baker Street,London,ON,N0N0N0,CA,Apandi,Blue
5445,Linda,Ellington,J,F,1958-04-25,Cintron,83.2,526 Deercove Drive,Dallas,TX,75201,US,Savoid,Purple
5446,Roberto,Webb,J,M,1960-07-06,Edwards,109.3,784 Linda Street,Philadelphia,PA,19108,US,Hishad,Blue
5447,Robert,Gonzalez,C,M,1958-07-28,Jones,63.3,2580 New Creek Road,Fort Wayne,IN,46802,US,Corsoodualf58,Yellow
5448,Isaac,Ament,A,M,1987-02-05,White,89.8,3268 Queen Elisabeth Blvd,Kerrobert,SK,S4P3Y2,CA,Oppolse,Blue
5449,Nathan,Allen,H,M,1937-09-25,Pitts,77.7,2016 East Avenue,Tempe,AZ,85282,US,Scrutunarace1937,Green
5450,Maxine,Lopiccolo,W,F,1981-01-16,Cheatham,76.7,2635 Victoria Park Ave,Toronto,ON,M2J3T7,CA,Anothers1981,Purple
5451,Paula,Young,D,F,1964-07-17,Johnson,53.5,134 Pine Garden Lane,Atlanta,GA,30339,US,Justring,Purple
5452,James,Brown,C,M,1987-06-11,Brandon,72.3,1285 Twin Oaks Drive,Grand Rapids,MI,49503,US,Smingthengs,Blue
5453,Charlie,Tevis,S,M,1995-07-16,Ramirez,111,65 Grove Street,Melville,NY,11747,US,Acesty,Blue
5454,Andrew,Shelton,M,M,1949-07-15,King,72.2,203 184th Street,Edmonton,AB,T5J2R4,CA,Rathany,Blue
5455,Betty,Hartwell,S,F,1942-04-22,Hunt,65.9,3780 Eva Pearl Street,Baton Rouge,LA,70802,US,Clinter,Black
5456,Letha,Bowe,J,F,1990-01-13,Vasquez,67.4,3996 Galts Ave,Red Deer,AB,T4N2A6,CA,Givat1990,Blue
5457,Cheryl,Irvin,T,F,1981-12-23,Chambliss,91.8,3430 Memory Lane,Hickory Hills,IL,60457,US,Yorsens,Blue
5458,David,Pack,A,M,1983-02-08,Burt,104,971 Albert Street,Hafford,SK,S4P3Y2,CA,Andsho,Blue
5459,Brent,Swilley,M,M,1971-12-11,Tant,103.6,3972 De la Providence Avenue,Hull,QC,J8Y3Y5,CA,Thicale,Red
5460,Jesus,Anderson,V,M,2003-02-24,Roberts,88.9,4425 Royal Avenue,New Westminster,BC,V3L5H1,CA,Madmon,Green
5461,Delores,Mudd,S,F,1961-03-05,Renfro,89.4,4413 Sherbrooke Ouest,Montreal,QC,H4A1H3,CA,Theamed,Blue
5462,John,Ito,E,M,1942-08-18,Hightower,80.4,1076 Lynden Road,Brooklin,ON,L0B1C0,CA,Ersay1942,Black
5463,Keith,Pena,V,M,1973-08-15,Lee,84.7,3648 Fallon Drive,Belle River,ON,N0R1A0,CA,Egesecun,Blue
5464,Marion,Denton,P,F,1958-05-30,Corriveau,94.9,1390 Kuhl Avenue,Atlanta,GA,30303,US,Africured,Purple
5465,Hellen,Davis,J,F,2003-12-05,Schneider,72.6,3483 11th Ave,Calgary,AB,T2P1M6,CA,Dessumenihim,Blue
5466,Mohammad,Byrd,D,M,1960-08-16,Jones,76.3,2484 Papineau Avenue,Montreal,QC,H2K4J5,CA,Whas1960,Green
5467,Roxanna,Seals,R,F,1943-10-23,Hales,51,2252 Lynden Road,Creemore,ON,L0M1G0,CA,Hatints,Blue
5468,Joe,McClure,G,F,2003-02-12,Hunt,72.9,2782 West Fork Street,Roy,MT,59471,US,Eforts,Black
5469,Jeffrey,Jenkins,E,M,1994-05-22,McCain,78.4,208 Brannon Street,City Of Commerce,CA,90040,US,Soletur,Red
5470,Cheryl,Johnson,D,F,1978-09-01,Rana,60.4,3450 Mesa Vista Drive,Clinton,BC,V0K1K0,CA,Foring,Green
5471,Don,Johnson,M,M,1947-12-12,Montoya,60.5,1692 Fallon Drive,Bayfield,ON,N0M1G0,CA,Beltoomphent47,Black
5472,Brian,Settle,H,M,1962-08-30,Smith,77.4,122 Hammarskjold Dr,Burnaby,BC,V5B3C9,CA,Corephrearm,Blue
5473,Judith,Negrete,W,F,1972-01-27,Cumming,66.1,4555 Boulevard Laflèche,Riviere Du Loup,QC,G5R4V4,CA,Ourch1972,Purple
5474,Jerome,Head,M,M,1996-02-16,Rush,100.4,3219 Broadway Street,Florence,SC,29501,US,Leards1996,Green
5475,Connie,Hunter,N,F,1952-09-16,Garris,82,4365 100th St,Raymond,AB,T0K2S0,CA,Cholove,Blue
5476,George,Vance,F,M,1942-08-09,Taylor,64.3,4445 Lake Forest Drive,New York,NY,10013,US,Vendess,Orange
5477,Patricia,Crowder,R,F,1968-07-29,Valdovinos,94.4,3780 Garafraxa St,Southampton,ON,N0H2L0,CA,Adbital,White
5478,Danielle,Ng,E,F,1968-03-21,Brown,90.1,1838 Cassells St,North Bay,ON,P1B2Y7,CA,Hiscar,Blue
5479,Brandon,Remer,S,M,1986-12-28,Anderson,113.9,2787 avenue Royale,Quebec,QC,G1R5B2,CA,Hadvactice,Blue
5480,Martin,Cahill,J,M,1990-06-17,Thomas,84.1,2838 Bloor Street,Bashaw,AB,T0B0H0,CA,Oull1990,Black
5481,Michael,Reavis,E,M,2003-03-12,Daigle,72.3,3394 West Virginia Avenue,Albany,NY,12207,US,Lorts2003,Orange
5482,Jeanette,Klinger,I,F,1943-09-22,Lugo,49.2,1418 Green Hill Road,Fayetteville,AR,72701,US,Somaked,Green
5483,Donna,Gray,B,F,1944-02-03,Kennon,53.8,3552 1st Street,Spruce View,AB,T0M1V0,CA,Uselp1944,Red
5484,Phyllis,Butler,A,F,1951-06-19,Lewis,98.8,633 Traction Street,Greenville,SC,29601,US,Reenamen,Purple
5485,Steve,Seibert,V,M,1984-11-21,Ingram,71.2,1467 Victoria Park Ave,Toronto,ON,M2J3T7,CA,Const1984,Silver
5486,Allen,Johnson,S,M,1984-04-02,Angell,105.5,3145 Port Washington Road,Blackie,AB,T0L0J0,CA,Caping,Blue
5487,Marie,Johnson,J,F,1991-02-26,Dasher,103.1,1800 Rosewood Court,Medford,MN,55049,US,Frocceptere,Orange
5488,David,Moody,K,M,1968-03-03,Wyche,73.7,1370 Rosemont Avenue,Melbourne,FL,32901,US,Camagirse1968,Black
5489,Wendi,Hamilton,K,F,1969-07-30,Kemp,70.9,3005 Java Lane,Columbia,SC,29210,US,Tingthines,Purple
5490,Adam,Vanmeter,A,M,1976-03-01,Hunter,77.1,2762 Robson St,Vancouver,BC,V6B3K9,CA,Inhat1976,Red
5491,Edith,Vo,M,F,1994-12-26,Torrez,61,1479 Cordova Street,Vancouver,BC,V6B1E1,CA,Whent1994,Red
5492,James,Brewer,J,M,2002-10-01,Harris,62.8,4383 Exmouth Street,Sarnia,ON,N7T4C8,CA,Thioseen2002,Red
5493,Frances,Collier,S,F,1979-11-09,Wardle,57.8,417 Pine Street,Pittsburgh,PA,15222,US,Thartat,Purple
5494,Shannon,Carr,J,F,1944-06-30,Kissinger,58.7,558 Blanshard,Victoria,BC,V8W2H9,CA,Weepleget,Blue
5495,Christopher,Wilson,D,M,1950-11-19,Sanders,66.2,1713 Ostrea Lake Rd,Musquodoboit Harbour,NS,B0J2L0,CA,Himing1950,Orange
5496,Elizabeth,Orenstein,K,F,1993-05-15,Pace,91.9,4917 Tycos Dr,Toronto,ON,M5T1T4,CA,Spreduche,Blue
5497,Annabell,Boden,S,F,1995-11-20,Lyon,58.5,690 Andy Street,Sturgis,SD,57785,US,Kinced,Purple
5498,James,Jensen,D,M,1944-01-24,Mills,69.7,1820 Toy Avenue,Oshawa,ON,L1H7K5,CA,Thenandtor,Green
5499,Audrey,Wagner,J,F,1939-04-04,McCracken,68.7,4437 Robson St,Vancouver,BC,V6B3K9,CA,Wassew,Blue
5500,Gary,Cravens,S,M,1950-02-27,Rutledge,95.3,4555 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Anyinquity,Blue
5501,Jennifer,Hamilton,A,F,1949-06-23,Buckner,68.5,4579 Yonge Street,Toronto,ON,M4W1J7,CA,Hollices,Purple
5502,Gricelda,Krueger,E,F,1985-06-07,West,100.1,4721 Ashford Drive,Arlington,VA,22202,US,Hilk1985,Green
5503,Kimberly,Lewis,C,F,1956-12-26,Sisco,95.6,1024 Bayfield St,Midland,ON,L4S1V5,CA,Actione1956,Black
5504,Dorothy,Young,R,F,1984-10-25,Johnson,94.4,2932 Ashmor Drive,Thief River Falls,MN,56701,US,Riedut,Red
5505,Edwin,Perry,M,M,1952-05-24,Godbolt,100.4,811 Trymore Road,Lake Crystal,MN,56055,US,Sonationseld,Blue
5506,Kenneth,Criner,K,M,2002-09-24,Elrod,76.1,1007 Heritage Road,Fresno,CA,93721,US,Pockina02,Blue
5507,Rodney,Ingram,M,M,1944-02-26,Gonzalez,68.5,1192 Stockert Hollow Road,Redmond,WA,98052,US,Butied,White
5508,Ruby,Perez,K,F,1975-04-20,Stem,101.8,4508 Tchesinkut Lake Rd,Hixon,BC,V0J1S0,CA,Tagning,Blue
5509,Peggy,Ochoa,D,F,1984-03-24,Gould,92.5,3286 Water Street,Kitchener,ON,N2H5A5,CA,Ablay1984,Purple
5510,Ann,Zimmerman,H,F,1948-10-30,Gray,81,2803 Haul Road,Los Altos,CA,94022,US,Factoolien,Green
5511,Marcia,Goings,L,F,1988-12-26,Davis,62,1170 Birkett Lane,Brantford,ON,N3T2Z8,CA,Wasking,Red
5512,Martin,Elder,A,M,1971-12-21,Dunbar,85,2934 Rogers Road,Toronto,ON,M6E1R1,CA,Camse1971,Blue
5513,Sandra,Scott,S,F,1946-03-31,Garcia,64.6,4891 Jerome Avenue,Laredo,TX,78040,US,Womaked,Black
5514,Matthew,Armstrong,L,M,2000-10-30,Arnold,92,1609 Glover Road,Langley,BC,V3A4P6,CA,Andecone,Blue
5515,Arlene,Reddick,E,F,1958-08-29,Isbell,51.1,2387 rue des Églises Est,Malartic,QC,J0Y1Z0,CA,Theryiewer,Black
5516,Linda,Fairbanks,J,F,1941-02-13,Maldonado,93.3,3287 North Street,Charlottesville,VA,22903,US,Fationeten,Blue
5517,Carlos,Walker,J,M,1991-08-08,Bass,108.4,4641 Eglinton Avenue,Toronto,ON,M4P1A6,CA,Awrination,Blue
5518,Glenda,Kelly,F,F,2003-04-07,Meltzer,79,4790 rue Saint-Antoine,Drummondville,QC,J2B7T5,CA,Liff2003,Yellow
5519,Shawn,Ansley,V,M,1940-12-22,Robbins,63.9,2477 Rue De La Gare,Dolbeau,QC,G8L1C3,CA,Callibed,Blue
5520,Juan,Mahoney,B,M,2001-10-06,Lane,108.6,103 rue Principale,La Sarre,QC,J9Z1H5,CA,Rymen2001,Blue
5521,Ronald,Mendoza,B,M,1972-12-20,Pentecost,75.6,1631 Brookview Drive,Santa Clara,CA,95050,US,Petry1972,Blue
5522,Christopher,Saltzman,C,M,1941-04-27,Lopez,72.1,3391 Ste. Catherine Ouest,Montreal,QC,H3K2C3,CA,Bobeeturnows,White
5523,Scott,Bright,J,M,1995-12-19,Fields,106.8,4323 New Creek Road,Centre,AL,35960,US,Inviand,Red
5524,Claude,Windom,J,M,1950-04-30,Cochran,95.8,3984 St. John Street,Biggar,SK,S4P3Y2,CA,Dishomper50,Blue
5525,Marie,Evans,G,F,1964-04-27,Spain,96.7,148 Armbrester Drive,Lomita,CA,90717,US,Scrit1964,Green
5526,Holly,Thompson,J,F,1969-12-19,Swift,74.6,3538 Vernon Street,Los Angeles,CA,90017,US,Begfring,Blue
5527,Mary,Williams,J,F,2003-07-30,Williams,55.1,3937 Orenda Rd,Brampton,ON,L6W1Z2,CA,Blene2003,Purple
5528,Cheryl,Nielsen,M,F,1948-07-05,Bush,92.1,4811 Dundas St,London,ON,N6B3L5,CA,Scry1948,Blue
